/home/andersoney/algoritmotcc

Criando cenário
automatic_280_29.world
Stage 4.3.0 [GUI disabled]
 [Loading worlds/automatic_280_29.world][Include map.inc][Include sick.inc][Include pioneer.inc]
Destroyed robot35!
Destroyed robot73!
Destroyed robot66!
Destroyed robot250!
Destroyed robot110!
Destroyed robot144!
Destroyed robot188!
Destroyed robot239!
Destroyed robot191!
Destroyed robot173!
Destroyed robot25!
Destroyed robot72!
Destroyed robot56!
Destroyed robot155!
Destroyed robot106!
Destroyed robot21!
Destroyed robot0!
Destroyed robot8!
Destroyed robot3!
Destroyed robot42!
Destroyed robot180!
Destroyed robot105!
Destroyed robot32!
Destroyed robot37!
Destroyed robot17!
Destroyed robot206!
Destroyed robot112!
Destroyed robot204!
Destroyed robot52!
Destroyed robot113!
Destroyed robot16!
Destroyed robot139!
Destroyed robot104!
Destroyed robot103!
Destroyed robot261!
Destroyed robot256!
Destroyed robot78!
Destroyed robot245!
Destroyed robot257!
Destroyed robot152!
Destroyed robot211!
Destroyed robot74!
Destroyed robot9!
Destroyed robot192!
Destroyed robot129!
Destroyed robot86!
Destroyed robot199!
Destroyed robot217!
Destroyed robot234!
Destroyed robot135!
Destroyed robot161!
Destroyed robot121!
Destroyed robot48!
Destroyed robot109!
Destroyed robot259!
Destroyed robot268!
Destroyed robot58!
Destroyed robot60!
Destroyed robot88!
Destroyed robot241!
Destroyed robot179!
Destroyed robot198!
Destroyed robot43!
Destroyed robot99!
Destroyed robot159!
Destroyed robot183!
Destroyed robot193!
Destroyed robot127!
Destroyed robot262!
Destroyed robot142!
Destroyed robot226!
Destroyed robot271!
Destroyed robot146!
Destroyed robot230!
Destroyed robot182!
Destroyed robot274!
Destroyed robot1!
Destroyed robot137!
Destroyed robot26!
Destroyed robot62!
Destroyed robot272!
Destroyed robot6!
Destroyed robot122!
Destroyed robot237!
Destroyed robot153!
Destroyed robot156!
Destroyed robot51!
Destroyed robot119!
Destroyed robot49!
Destroyed robot218!
Destroyed robot184!
Destroyed robot101!
Destroyed robot222!
Destroyed robot130!
Destroyed robot196!
Destroyed robot189!
Destroyed robot172!
Destroyed robot242!
Destroyed robot187!
Destroyed robot131!
Destroyed robot63!
Destroyed robot115!
Destroyed robot213!
Destroyed robot149!
Destroyed robot46!
Destroyed robot68!
Destroyed robot11!
Destroyed robot124!
Destroyed robot10!
Destroyed robot64!
Destroyed robot233!
Destroyed robot269!
Destroyed robot54!
Destroyed robot90!
Destroyed robot128!
Destroyed robot263!
Destroyed robot55!
Destroyed robot14!
Destroyed robot44!
Destroyed robot178!
Destroyed robot45!
Destroyed robot67!
Destroyed robot249!
Destroyed robot30!
Destroyed robot223!
Destroyed robot251!
Destroyed robot83!
Destroyed robot160!
Destroyed robot38!
Destroyed robot75!
Destroyed robot171!
Destroyed robot164!
Destroyed robot277!
Destroyed robot40!
Destroyed robot151!
Destroyed robot260!
Destroyed robot107!
Destroyed robot85!
Destroyed robot15!
Destroyed robot238!
Destroyed robot265!
Destroyed robot275!
Destroyed robot102!
Destroyed robot59!
Destroyed robot2!
