/home/andersoney/algoritmotcc

Criando cenário
automatic_280_2.world
Stage 4.3.0 [GUI disabled]
 [Loading worlds/automatic_280_2.world][Include map.inc][Include sick.inc][Include pioneer.inc]
Destroyed robot155!
Destroyed robot86!
Destroyed robot47!
Destroyed robot62!
Destroyed robot35!
Destroyed robot108!
Destroyed robot104!
Destroyed robot186!
Destroyed robot5!
Destroyed robot56!
Destroyed robot240!
Destroyed robot127!
Destroyed robot179!
Destroyed robot22!
Destroyed robot233!
Destroyed robot130!
Destroyed robot15!
Destroyed robot154!
Destroyed robot160!
Destroyed robot202!
Destroyed robot142!
Destroyed robot66!
Destroyed robot263!
Destroyed robot93!
Destroyed robot269!
Destroyed robot84!
Destroyed robot175!
Destroyed robot221!
Destroyed robot279!
Destroyed robot238!
Destroyed robot243!
Destroyed robot246!
Destroyed robot165!
Destroyed robot171!
Destroyed robot192!
Destroyed robot59!
Destroyed robot229!
Destroyed robot131!
Destroyed robot161!
Destroyed robot129!
Destroyed robot10!
Destroyed robot194!
Destroyed robot137!
Destroyed robot83!
Destroyed robot14!
Destroyed robot26!
Destroyed robot23!
Destroyed robot225!
Destroyed robot55!
Destroyed robot58!
Destroyed robot3!
Destroyed robot245!
Destroyed robot92!
Destroyed robot254!
Destroyed robot94!
Destroyed robot188!
Destroyed robot19!
Destroyed robot91!
Destroyed robot224!
Destroyed robot110!
Destroyed robot78!
Destroyed robot237!
Destroyed robot204!
Destroyed robot132!
Destroyed robot18!
Destroyed robot260!
Destroyed robot82!
Destroyed robot205!
Destroyed robot24!
Destroyed robot61!
Destroyed robot242!
Destroyed robot46!
Destroyed robot44!
Destroyed robot28!
Destroyed robot81!
Destroyed robot184!
Destroyed robot219!
Destroyed robot159!
Destroyed robot64!
Destroyed robot144!
Destroyed robot215!
Destroyed robot252!
Destroyed robot63!
Destroyed robot20!
Destroyed robot39!
Destroyed robot115!
Destroyed robot69!
Destroyed robot119!
Destroyed robot222!
Destroyed robot172!
Destroyed robot70!
Destroyed robot40!
Destroyed robot247!
Destroyed robot133!
Destroyed robot112!
Destroyed robot232!
Destroyed robot87!
Destroyed robot216!
Destroyed robot163!
Destroyed robot31!
Destroyed robot6!
Destroyed robot264!
Destroyed robot128!
Destroyed robot52!
Destroyed robot118!
Destroyed robot266!
Destroyed robot170!
Destroyed robot187!
Destroyed robot16!
Destroyed robot136!
Destroyed robot76!
Destroyed robot11!
Destroyed robot152!
Destroyed robot276!
Destroyed robot8!
Destroyed robot211!
Destroyed robot168!
Destroyed robot146!
Destroyed robot228!
Destroyed robot25!
Destroyed robot176!
Destroyed robot212!
Destroyed robot103!
Destroyed robot124!
Destroyed robot226!
Destroyed robot106!
Destroyed robot236!
Destroyed robot182!
Destroyed robot100!
Destroyed robot191!
Destroyed robot169!
Destroyed robot29!
