/home/andersoney/algoritmotcc

Criando cenário
automatic_200_17.world
Stage 4.3.0 [GUI disabled]
 [Loading worlds/automatic_200_17.world][Include map.inc][Include sick.inc][Include pioneer.inc]
Destroyed robot19!
Destroyed robot41!
Destroyed robot174!
Destroyed robot77!
Destroyed robot98!
Destroyed robot62!
Destroyed robot46!
Destroyed robot89!
Destroyed robot109!
Destroyed robot20!
Destroyed robot187!
Destroyed robot37!
Destroyed robot92!
Destroyed robot83!
Destroyed robot57!
Destroyed robot8!
Destroyed robot68!
Destroyed robot155!
Destroyed robot5!
Destroyed robot3!
Destroyed robot45!
Destroyed robot43!
Destroyed robot17!
Destroyed robot181!
Destroyed robot190!
Destroyed robot189!
Destroyed robot76!
Destroyed robot188!
Destroyed robot22!
Destroyed robot53!
Destroyed robot142!
Destroyed robot184!
Destroyed robot126!
Destroyed robot176!
Destroyed robot75!
Destroyed robot48!
Destroyed robot1!
Destroyed robot90!
Destroyed robot30!
Destroyed robot161!
Destroyed robot25!
Destroyed robot186!
Destroyed robot66!
Destroyed robot40!
Destroyed robot139!
Destroyed robot55!
Destroyed robot123!
Destroyed robot74!
Destroyed robot165!
Destroyed robot160!
Destroyed robot131!
Destroyed robot192!
Destroyed robot185!
Destroyed robot88!
Destroyed robot21!
Destroyed robot64!
Destroyed robot167!
Destroyed robot49!
Destroyed robot18!
Destroyed robot93!
Destroyed robot122!
Destroyed robot106!
Destroyed robot97!
Destroyed robot38!
Destroyed robot99!
Destroyed robot121!
Destroyed robot34!
Destroyed robot151!
Destroyed robot191!
Destroyed robot105!
Destroyed robot79!
Destroyed robot130!
Destroyed robot133!
Destroyed robot39!
Destroyed robot32!
Destroyed robot197!
Destroyed robot2!
Destroyed robot128!
Destroyed robot91!
Destroyed robot178!
Destroyed robot36!
Destroyed robot4!
Destroyed robot10!
Destroyed robot198!
Destroyed robot31!
Destroyed robot72!
Destroyed robot52!
Destroyed robot70!
Destroyed robot101!
Destroyed robot162!
Destroyed robot114!
Destroyed robot112!
Destroyed robot124!
Destroyed robot173!
Destroyed robot60!
Destroyed robot29!
Destroyed robot120!
Destroyed robot132!
Destroyed robot44!
Destroyed robot47!
Destroyed robot153!
Destroyed robot81!
Destroyed robot9!
Destroyed robot183!
Destroyed robot119!
Destroyed robot59!
Destroyed robot111!
Destroyed robot140!
Destroyed robot152!
Destroyed robot175!
Destroyed robot86!
Destroyed robot196!
Destroyed robot26!
Destroyed robot94!
Destroyed robot127!
Destroyed robot7!
Destroyed robot73!
Destroyed robot67!
Destroyed robot135!
Destroyed robot156!
Destroyed robot12!
Destroyed robot116!
Destroyed robot35!
Destroyed robot148!
Destroyed robot28!
Destroyed robot15!
Destroyed robot147!
Destroyed robot150!
Destroyed robot82!
Destroyed robot194!
Destroyed robot33!
Destroyed robot0!
Destroyed robot180!
Destroyed robot163!
Destroyed robot129!
Destroyed robot146!
Destroyed robot16!
Destroyed robot138!
Destroyed robot23!
Destroyed robot78!
Destroyed robot195!
Destroyed robot166!
Destroyed robot6!
Destroyed robot51!
Destroyed robot199!
Destroyed robot141!
Destroyed robot169!
Destroyed robot50!
Destroyed robot56!
Destroyed robot117!
Destroyed robot85!
Destroyed robot149!
Destroyed robot171!
Destroyed robot115!
Destroyed robot110!
Destroyed robot168!
Destroyed robot134!
Destroyed robot54!
Destroyed robot179!
Destroyed robot118!
Destroyed robot27!
Destroyed robot177!
Destroyed robot172!
Destroyed robot108!
Destroyed robot63!
Destroyed robot136!
Destroyed robot13!
Destroyed robot164!
Destroyed robot170!
Destroyed robot42!
Destroyed robot84!
Destroyed robot100!
Destroyed robot71!
Destroyed robot182!
Destroyed robot145!
Destroyed robot157!
Destroyed robot104!
Destroyed robot95!
Destroyed robot107!
Destroyed robot158!
Destroyed robot193!
Destroyed robot87!
Destroyed robot102!
Destroyed robot65!
Destroyed robot24!
Destroyed robot144!
Destroyed robot96!
Destroyed robot143!
Destroyed robot113!
Destroyed robot80!
Destroyed robot14!
Destroyed robot11!
Destroyed robot125!
Destroyed robot69!
Destroyed robot58!
Destroyed robot159!
Destroyed robot137!
Destroyed robot61!
Destroyed robot154!
