/home/andersoney/algoritmotcc

Criando cenário
automatic_80_36.world
Stage 4.3.0 [GUI disabled]
 [Loading worlds/automatic_80_36.world][Include map.inc][Include sick.inc][Include pioneer.inc]
Destroyed robot23!
Destroyed robot33!
Destroyed robot53!
Destroyed robot14!
Destroyed robot13!
Destroyed robot29!
Destroyed robot48!
Destroyed robot55!
Destroyed robot6!
Destroyed robot47!
Destroyed robot46!
Destroyed robot17!
Destroyed robot22!
Destroyed robot58!
Destroyed robot38!
Destroyed robot64!
Destroyed robot77!
Destroyed robot31!
Destroyed robot36!
Destroyed robot49!
Destroyed robot74!
Destroyed robot76!
Destroyed robot73!
Destroyed robot19!
Destroyed robot7!
Destroyed robot70!
Destroyed robot35!
Destroyed robot40!
Destroyed robot43!
Destroyed robot71!
Destroyed robot61!
Destroyed robot2!
Destroyed robot72!
Destroyed robot41!
Destroyed robot15!
Destroyed robot37!
Destroyed robot3!
Destroyed robot59!
Destroyed robot67!
Destroyed robot8!
Destroyed robot16!
Destroyed robot12!
Destroyed robot9!
Destroyed robot68!
Destroyed robot52!
Destroyed robot45!
Destroyed robot11!
Destroyed robot25!
Destroyed robot18!
Destroyed robot44!
Destroyed robot60!
Destroyed robot21!
Destroyed robot0!
Destroyed robot24!
Destroyed robot5!
Destroyed robot42!
Destroyed robot34!
Destroyed robot57!
Destroyed robot63!
Destroyed robot69!
Destroyed robot4!
Destroyed robot62!
Destroyed robot1!
Destroyed robot27!
Destroyed robot10!
Destroyed robot66!
Destroyed robot56!
Destroyed robot30!
Destroyed robot26!
Destroyed robot28!
Destroyed robot20!
Destroyed robot78!
Destroyed robot39!
Destroyed robot79!
Destroyed robot65!
Destroyed robot51!
Destroyed robot32!
Destroyed robot50!
Destroyed robot75!
