/home/andersoney/algoritmotcc

Criando cenário
automatic_260_0.world
Stage 4.3.0 [GUI disabled]
 [Loading worlds/automatic_260_0.world][Include map.inc][Include sick.inc][Include pioneer.inc]
Destroyed robot218!
Destroyed robot18!
Destroyed robot39!
Destroyed robot126!
Destroyed robot0!
Destroyed robot172!
Destroyed robot67!
Destroyed robot245!
Destroyed robot210!
Destroyed robot138!
Destroyed robot95!
Destroyed robot30!
Destroyed robot121!
Destroyed robot26!
Destroyed robot20!
Destroyed robot178!
Destroyed robot81!
Destroyed robot252!
Destroyed robot150!
Destroyed robot82!
Destroyed robot45!
Destroyed robot248!
Destroyed robot19!
Destroyed robot240!
Destroyed robot186!
Destroyed robot44!
Destroyed robot123!
Destroyed robot31!
Destroyed robot221!
Destroyed robot68!
Destroyed robot91!
Destroyed robot148!
Destroyed robot143!
Destroyed robot128!
Destroyed robot133!
Destroyed robot107!
Destroyed robot142!
Destroyed robot259!
Destroyed robot214!
Destroyed robot65!
Destroyed robot22!
Destroyed robot140!
Destroyed robot56!
Destroyed robot98!
Destroyed robot222!
Destroyed robot108!
Destroyed robot120!
Destroyed robot16!
Destroyed robot129!
Destroyed robot195!
Destroyed robot6!
Destroyed robot80!
Destroyed robot236!
Destroyed robot211!
Destroyed robot102!
Destroyed robot153!
Destroyed robot7!
Destroyed robot115!
Destroyed robot66!
Destroyed robot164!
Destroyed robot14!
Destroyed robot223!
Destroyed robot205!
Destroyed robot61!
Destroyed robot77!
Destroyed robot182!
Destroyed robot46!
Destroyed robot175!
Destroyed robot159!
Destroyed robot105!
Destroyed robot125!
Destroyed robot228!
Destroyed robot241!
Destroyed robot1!
Destroyed robot76!
Destroyed robot49!
Destroyed robot78!
Destroyed robot149!
Destroyed robot59!
Destroyed robot32!
Destroyed robot109!
Destroyed robot215!
Destroyed robot89!
Destroyed robot134!
Destroyed robot43!
Destroyed robot157!
Destroyed robot54!
Destroyed robot131!
Destroyed robot238!
Destroyed robot106!
Destroyed robot124!
Destroyed robot224!
Destroyed robot93!
Destroyed robot17!
Destroyed robot70!
Destroyed robot146!
Destroyed robot256!
Destroyed robot141!
Destroyed robot74!
Destroyed robot167!
Destroyed robot29!
Destroyed robot243!
Destroyed robot38!
Destroyed robot220!
Destroyed robot168!
Destroyed robot57!
Destroyed robot3!
Destroyed robot246!
Destroyed robot197!
Destroyed robot110!
Destroyed robot144!
Destroyed robot234!
Destroyed robot50!
Destroyed robot177!
Destroyed robot151!
Destroyed robot87!
Destroyed robot255!
Destroyed robot24!
Destroyed robot33!
Destroyed robot42!
Destroyed robot180!
Destroyed robot230!
Destroyed robot226!
Destroyed robot88!
Destroyed robot130!
Destroyed robot114!
Destroyed robot179!
Destroyed robot113!
Destroyed robot253!
Destroyed robot235!
Destroyed robot28!
Destroyed robot83!
Destroyed robot9!
Destroyed robot196!
Destroyed robot90!
Destroyed robot52!
Destroyed robot111!
Destroyed robot161!
Destroyed robot206!
Destroyed robot187!
Destroyed robot75!
Destroyed robot189!
Destroyed robot250!
Destroyed robot173!
Destroyed robot158!
Destroyed robot139!
Destroyed robot10!
Destroyed robot225!
Destroyed robot11!
Destroyed robot63!
Destroyed robot92!
Destroyed robot185!
Destroyed robot208!
Destroyed robot137!
Destroyed robot21!
Destroyed robot94!
Destroyed robot233!
Destroyed robot40!
Destroyed robot73!
Destroyed robot166!
Destroyed robot227!
Destroyed robot127!
Destroyed robot155!
Destroyed robot257!
Destroyed robot69!
Destroyed robot251!
Destroyed robot35!
Destroyed robot84!
Destroyed robot37!
Destroyed robot165!
Destroyed robot170!
Destroyed robot249!
Destroyed robot171!
Destroyed robot191!
Destroyed robot244!
Destroyed robot229!
Destroyed robot72!
Destroyed robot51!
Destroyed robot132!
Destroyed robot4!
Destroyed robot188!
Destroyed robot48!
Destroyed robot193!
Destroyed robot152!
Destroyed robot194!
Destroyed robot184!
Destroyed robot23!
Destroyed robot181!
Destroyed robot122!
Destroyed robot145!
Destroyed robot100!
Destroyed robot163!
Destroyed robot79!
Destroyed robot174!
Destroyed robot25!
Destroyed robot198!
Destroyed robot53!
Destroyed robot212!
Destroyed robot219!
Destroyed robot147!
Destroyed robot13!
Destroyed robot41!
Destroyed robot199!
Destroyed robot34!
Destroyed robot169!
Destroyed robot202!
Destroyed robot15!
Destroyed robot232!
Destroyed robot156!
Destroyed robot162!
Destroyed robot231!
Destroyed robot216!
Destroyed robot104!
Destroyed robot213!
Destroyed robot237!
Destroyed robot36!
Destroyed robot71!
Destroyed robot176!
Destroyed robot97!
Destroyed robot160!
Destroyed robot116!
Destroyed robot239!
Destroyed robot27!
Destroyed robot62!
Destroyed robot60!
Destroyed robot85!
Destroyed robot103!
Destroyed robot86!
Destroyed robot47!
Destroyed robot136!
Destroyed robot203!
Destroyed robot207!
Destroyed robot217!
Destroyed robot101!
Destroyed robot154!
Destroyed robot192!
Destroyed robot55!
Destroyed robot200!
Destroyed robot8!
Destroyed robot254!
Destroyed robot201!
Destroyed robot242!
Destroyed robot5!
Destroyed robot117!
Destroyed robot183!
Destroyed robot135!
Destroyed robot96!
Destroyed robot258!
Destroyed robot64!
Destroyed robot209!
Destroyed robot112!
Destroyed robot2!
Destroyed robot12!
Destroyed robot99!
Destroyed robot119!
Destroyed robot204!
Destroyed robot58!
Destroyed robot118!
Destroyed robot247!
