/home/andersoney/algoritmotcc

Criando cenário
automatic_220_27.world
Stage 4.3.0 [GUI disabled]
 [Loading worlds/automatic_220_27.world][Include map.inc][Include sick.inc][Include pioneer.inc]
Destroyed robot179!
Destroyed robot158!
Destroyed robot144!
Destroyed robot5!
Destroyed robot45!
Destroyed robot79!
Destroyed robot209!
Destroyed robot52!
Destroyed robot174!
Destroyed robot118!
Destroyed robot180!
Destroyed robot110!
Destroyed robot145!
Destroyed robot58!
Destroyed robot14!
Destroyed robot10!
Destroyed robot95!
Destroyed robot1!
Destroyed robot182!
Destroyed robot86!
Destroyed robot6!
Destroyed robot32!
Destroyed robot62!
Destroyed robot213!
Destroyed robot199!
Destroyed robot3!
Destroyed robot165!
Destroyed robot210!
Destroyed robot128!
Destroyed robot49!
Destroyed robot88!
Destroyed robot73!
Destroyed robot106!
Destroyed robot178!
Destroyed robot116!
Destroyed robot85!
Destroyed robot157!
Destroyed robot186!
Destroyed robot43!
Destroyed robot136!
Destroyed robot166!
Destroyed robot195!
Destroyed robot189!
Destroyed robot51!
Destroyed robot206!
Destroyed robot83!
Destroyed robot2!
Destroyed robot59!
Destroyed robot184!
Destroyed robot90!
Destroyed robot162!
Destroyed robot208!
Destroyed robot177!
Destroyed robot40!
Destroyed robot42!
Destroyed robot98!
Destroyed robot60!
Destroyed robot37!
Destroyed robot153!
Destroyed robot75!
Destroyed robot38!
Destroyed robot152!
Destroyed robot192!
Destroyed robot23!
Destroyed robot93!
Destroyed robot63!
Destroyed robot36!
Destroyed robot187!
Destroyed robot12!
Destroyed robot64!
Destroyed robot201!
Destroyed robot146!
Destroyed robot130!
Destroyed robot61!
Destroyed robot202!
Destroyed robot47!
Destroyed robot56!
Destroyed robot50!
Destroyed robot173!
Destroyed robot129!
Destroyed robot176!
Destroyed robot104!
Destroyed robot70!
Destroyed robot204!
Destroyed robot207!
Destroyed robot15!
Destroyed robot8!
Destroyed robot185!
Destroyed robot46!
Destroyed robot44!
Destroyed robot194!
Destroyed robot25!
Destroyed robot114!
Destroyed robot57!
Destroyed robot211!
Destroyed robot82!
Destroyed robot212!
Destroyed robot91!
Destroyed robot119!
Destroyed robot159!
Destroyed robot7!
Destroyed robot18!
Destroyed robot175!
Destroyed robot200!
Destroyed robot96!
Destroyed robot181!
Destroyed robot196!
Destroyed robot170!
Destroyed robot123!
Destroyed robot78!
Destroyed robot164!
Destroyed robot169!
Destroyed robot17!
Destroyed robot94!
Destroyed robot107!
Destroyed robot124!
Destroyed robot108!
Destroyed robot167!
Destroyed robot26!
Destroyed robot151!
Destroyed robot120!
Destroyed robot149!
Destroyed robot121!
Destroyed robot131!
Destroyed robot28!
Destroyed robot117!
Destroyed robot13!
Destroyed robot11!
Destroyed robot66!
Destroyed robot168!
Destroyed robot77!
Destroyed robot24!
Destroyed robot127!
Destroyed robot132!
Destroyed robot80!
Destroyed robot112!
Destroyed robot72!
Destroyed robot74!
Destroyed robot84!
Destroyed robot92!
Destroyed robot198!
Destroyed robot218!
Destroyed robot126!
Destroyed robot99!
Destroyed robot76!
Destroyed robot87!
Destroyed robot115!
Destroyed robot139!
Destroyed robot20!
Destroyed robot16!
Destroyed robot100!
Destroyed robot34!
Destroyed robot68!
Destroyed robot188!
Destroyed robot140!
Destroyed robot41!
Destroyed robot160!
Destroyed robot156!
Destroyed robot203!
Destroyed robot71!
Destroyed robot69!
Destroyed robot65!
Destroyed robot35!
Destroyed robot142!
Destroyed robot150!
Destroyed robot193!
Destroyed robot191!
Destroyed robot154!
Destroyed robot22!
Destroyed robot133!
Destroyed robot9!
Destroyed robot161!
Destroyed robot134!
Destroyed robot19!
Destroyed robot111!
Destroyed robot97!
Destroyed robot183!
Destroyed robot39!
Destroyed robot205!
Destroyed robot171!
Destroyed robot138!
Destroyed robot217!
Destroyed robot163!
Destroyed robot30!
Destroyed robot216!
Destroyed robot147!
Destroyed robot141!
Destroyed robot54!
Destroyed robot101!
Destroyed robot4!
Destroyed robot105!
Destroyed robot53!
Destroyed robot55!
Destroyed robot113!
Destroyed robot29!
Destroyed robot155!
Destroyed robot122!
Destroyed robot137!
Destroyed robot143!
Destroyed robot89!
Destroyed robot125!
Destroyed robot81!
Destroyed robot102!
Destroyed robot48!
Destroyed robot214!
Destroyed robot190!
Destroyed robot67!
Destroyed robot103!
Destroyed robot135!
Destroyed robot172!
Destroyed robot148!
Destroyed robot31!
Destroyed robot219!
Destroyed robot109!
Destroyed robot197!
Destroyed robot27!
Destroyed robot0!
Destroyed robot215!
Destroyed robot21!
