/home/andersoney/algoritmotcc

Criando cenário
automatic_320_27.world
Stage 4.3.0 [GUI disabled]
 [Loading worlds/automatic_320_27.world][Include map.inc][Include sick.inc][Include pioneer.inc]
Destroyed robot37!
Destroyed robot72!
Destroyed robot65!
Destroyed robot299!
Destroyed robot44!
Destroyed robot296!
Destroyed robot103!
Destroyed robot120!
Destroyed robot84!
Destroyed robot165!
Destroyed robot21!
Destroyed robot4!
Destroyed robot306!
Destroyed robot134!
Destroyed robot319!
Destroyed robot80!
Destroyed robot62!
Destroyed robot150!
Destroyed robot233!
Destroyed robot53!
Destroyed robot94!
Destroyed robot212!
Destroyed robot16!
Destroyed robot230!
Destroyed robot14!
Destroyed robot280!
Destroyed robot255!
Destroyed robot9!
Destroyed robot48!
Destroyed robot143!
Destroyed robot272!
Destroyed robot58!
Destroyed robot228!
Destroyed robot198!
Destroyed robot26!
Destroyed robot250!
Destroyed robot218!
Destroyed robot79!
Destroyed robot46!
Destroyed robot301!
Destroyed robot237!
Destroyed robot253!
Destroyed robot138!
Destroyed robot5!
Destroyed robot200!
Destroyed robot191!
Destroyed robot222!
Destroyed robot42!
Destroyed robot211!
Destroyed robot297!
Destroyed robot78!
Destroyed robot121!
Destroyed robot172!
Destroyed robot112!
Destroyed robot145!
Destroyed robot74!
Destroyed robot293!
Destroyed robot90!
Destroyed robot189!
Destroyed robot316!
Destroyed robot98!
Destroyed robot268!
Destroyed robot149!
Destroyed robot285!
Destroyed robot308!
Destroyed robot241!
Destroyed robot298!
Destroyed robot281!
Destroyed robot193!
Destroyed robot159!
Destroyed robot47!
Destroyed robot75!
Destroyed robot273!
Destroyed robot156!
Destroyed robot227!
Destroyed robot88!
Destroyed robot209!
Destroyed robot203!
Destroyed robot176!
Destroyed robot288!
Destroyed robot17!
Destroyed robot110!
Destroyed robot105!
Destroyed robot279!
Destroyed robot102!
Destroyed robot289!
Destroyed robot20!
Destroyed robot195!
Destroyed robot158!
Destroyed robot161!
Destroyed robot151!
Destroyed robot231!
Destroyed robot221!
Destroyed robot232!
Destroyed robot263!
Destroyed robot87!
Destroyed robot267!
Destroyed robot210!
Destroyed robot135!
Destroyed robot55!
Destroyed robot277!
Destroyed robot290!
Destroyed robot183!
Destroyed robot243!
Destroyed robot181!
Destroyed robot194!
Destroyed robot317!
Destroyed robot239!
Destroyed robot248!
Destroyed robot117!
Destroyed robot206!
Destroyed robot164!
Destroyed robot213!
Destroyed robot115!
Destroyed robot108!
Destroyed robot60!
Destroyed robot52!
Destroyed robot123!
Destroyed robot287!
Destroyed robot240!
Destroyed robot34!
Destroyed robot258!
Destroyed robot266!
Destroyed robot92!
Destroyed robot185!
Destroyed robot41!
Destroyed robot265!
Destroyed robot169!
Destroyed robot82!
Destroyed robot111!
Destroyed robot167!
Destroyed robot106!
Destroyed robot101!
Destroyed robot295!
Destroyed robot38!
Destroyed robot215!
Destroyed robot141!
Destroyed robot226!
Destroyed robot155!
Destroyed robot216!
Destroyed robot124!
Destroyed robot24!
Destroyed robot182!
Destroyed robot184!
Destroyed robot311!
Destroyed robot152!
Destroyed robot59!
Destroyed robot116!
Destroyed robot119!
Destroyed robot2!
Destroyed robot304!
Destroyed robot54!
Destroyed robot73!
Destroyed robot235!
Destroyed robot292!
Destroyed robot146!
Destroyed robot305!
Destroyed robot95!
Destroyed robot22!
Destroyed robot137!
Destroyed robot271!
Destroyed robot197!
Destroyed robot254!
Destroyed robot251!
Destroyed robot196!
Destroyed robot249!
Destroyed robot100!
Destroyed robot259!
Destroyed robot86!
Destroyed robot113!
Destroyed robot244!
Destroyed robot274!
Destroyed robot0!
Destroyed robot99!
Destroyed robot163!
Destroyed robot83!
Destroyed robot238!
Destroyed robot153!
Destroyed robot142!
Destroyed robot314!
Destroyed robot131!
Destroyed robot30!
Destroyed robot180!
Destroyed robot13!
Destroyed robot282!
Destroyed robot39!
Destroyed robot154!
Destroyed robot188!
Destroyed robot252!
Destroyed robot269!
Destroyed robot204!
Destroyed robot10!
Destroyed robot130!
Destroyed robot114!
Destroyed robot97!
Destroyed robot175!
Destroyed robot171!
Destroyed robot257!
Destroyed robot214!
